"","Country","Date_confirmation","confirmed","suspected","cumulative_confirmed","cumulative_suspected","confirmed_suspected","cumulative_confirmed_suspected","pop2022","daily_confirmed_per_1M","daily_suspected_per_1M","daily_confirmed_suspected_per_1M","cumulative_confirmed_per_1M","cumulative_suspected_per_1M","cumulative_confirmed_suspected_per_1M","daily_confirmed_07d","daily_suspected_07d","daily_confirmed_suspected_07d"
"845","World",2022-06-04,8,1,976,139,9,1115,8019184314.2,0,0,0,0.12,0.02,0.14,97.5714285714286,193,290.571428571429
"846","World",2022-06-05,107,0,1083,139,107,1222,8019184314.2,0.01,0,0.01,0.14,0.02,0.15,99.4285714285714,174.428571428571,273.857142857143
"847","World",2022-06-06,115,1192,1198,1331,1307,2529,8019184314.2,0.01,0.15,0.16,0.15,0.17,0.32,102.428571428571,174.142857142857,276.571428571429
"848","World",2022-06-07,150,26,1348,1357,176,2705,8019184314.2,0.02,0,0.02,0.17,0.17,0.34,95.1428571428571,175.714285714286,270.857142857143
"849","World",2022-06-08,97,0,1445,1357,97,2802,8019184314.2,0.01,0,0.01,0.18,0.17,0.35,95.2857142857143,176.428571428571,271.714285714286
"850","World",2022-06-09,146,0,1591,1357,146,2948,8019184314.2,0.02,0,0.02,0.2,0.17,0.37,96.2857142857143,176.428571428571,272.714285714286
"851","World",2022-06-10,43,11,1634,1368,54,3002,8019184314.2,0.01,0,0.01,0.2,0.17,0.37,88.4285714285714,10.8571428571429,99.2857142857143
"852","World",2022-06-11,9,6,1643,1374,15,3017,8019184314.2,0,0,0,0.2,0.17,0.38,101.857142857143,7.14285714285714,109
"853","World",2022-06-12,114,0,1757,1374,114,3131,8019184314.2,0.01,0,0.01,0.22,0.17,0.39,109,7.14285714285714,116.142857142857
"854","World",2022-06-13,60,33,1817,1407,93,3224,8019184314.2,0.01,0,0.01,0.23,0.18,0.4,141.857142857143,7.14285714285714,149
"855","World",2022-06-14,244,0,2061,1407,244,3468,8019184314.2,0.03,0,0.03,0.26,0.18,0.43,163.428571428571,5.57142857142857,169
"856","World",2022-06-15,147,0,2208,1407,147,3615,8019184314.2,0.02,0,0.02,0.28,0.18,0.45,162.857142857143,4.71428571428571,167.571428571429
"857","World",2022-06-16,376,0,2584,1407,376,3991,8019184314.2,0.05,0,0.05,0.32,0.18,0.5,147.571428571429,4.71428571428571,152.285714285714
"858","World",2022-06-17,194,0,2778,1407,194,4185,8019184314.2,0.02,0,0.02,0.35,0.18,0.52,181,14.8571428571429,195.857142857143
"859","World",2022-06-18,5,0,2783,1407,5,4190,8019184314.2,0,0,0,0.35,0.18,0.52,186.428571428571,14.8571428571429,201.285714285714
"860","World",2022-06-19,7,0,2790,1407,7,4197,8019184314.2,0,0,0,0.35,0.18,0.52,190.285714285714,15,205.285714285714
"861","World",2022-06-20,294,104,3084,1511,398,4595,8019184314.2,0.04,0.01,0.05,0.38,0.19,0.57,199.571428571429,15.1428571428571,214.714285714286
"862","World",2022-06-21,282,0,3366,1511,282,4877,8019184314.2,0.04,0,0.04,0.42,0.19,0.61,217.714285714286,15.7142857142857,233.428571428571
"863","World",2022-06-22,174,1,3540,1512,175,5052,8019184314.2,0.02,0,0.02,0.44,0.19,0.63,218.714285714286,15.7142857142857,234.428571428571
"864","World",2022-06-23,441,1,3981,1513,442,5494,8019184314.2,0.05,0,0.06,0.5,0.19,0.69,245.714285714286,15.7142857142857,261.428571428571
"865","World",2022-06-24,321,4,4302,1517,325,5819,8019184314.2,0.04,0,0.04,0.54,0.19,0.73,259,8.42857142857143,267.428571428571
"866","World",2022-06-25,12,0,4314,1517,12,5831,8019184314.2,0,0,0,0.54,0.19,0.73,268.428571428571,8.42857142857143,276.857142857143
"867","World",2022-06-26,196,0,4510,1517,196,6027,8019184314.2,0.02,0,0.02,0.56,0.19,0.75,265.428571428571,8.28571428571429,273.714285714286
"868","World",2022-06-27,387,53,4897,1570,440,6467,8019184314.2,0.05,0.01,0.05,0.61,0.2,0.81,317.714285714286,9,326.714285714286
"869","World",2022-06-28,348,0,5245,1570,348,6815,8019184314.2,0.04,0,0.04,0.65,0.2,0.85,310.285714285714,8.42857142857143,318.714285714286
"870","World",2022-06-29,153,0,5398,1570,153,6968,8019184314.2,0.02,0,0.02,0.67,0.2,0.87,314.857142857143,8.42857142857143,323.285714285714
"871","World",2022-06-30,807,6,6205,1576,813,7781,8019184314.2,0.1,0,0.1,0.77,0.2,0.97,292.571428571429,8.42857142857143,301
"872","World",2022-07-01,269,0,6474,1576,269,8050,8019184314.2,0.03,0,0.03,0.81,0.2,1,308,0.857142857142857,308.857142857143
"873","World",2022-07-02,44,0,6518,1576,44,8094,8019184314.2,0.01,0,0.01,0.81,0.2,1.01,322.142857142857,0.857142857142857,323
"874","World",2022-07-03,40,0,6558,1576,40,8134,8019184314.2,0,0,0,0.82,0.2,1.01,333.428571428571,4.14285714285714,337.571428571429
"875","World",2022-07-04,495,0,7053,1576,495,8629,8019184314.2,0.06,0,0.06,0.88,0.2,1.08,316.142857142857,3.28571428571429,319.428571428571
"876","World",2022-07-05,447,0,7500,1576,447,9076,8019184314.2,0.06,0,0.06,0.94,0.2,1.13,429.142857142857,3.28571428571429,432.428571428571
"877","World",2022-07-06,232,23,7732,1599,255,9331,8019184314.2,0.03,0,0.03,0.96,0.2,1.16,440.285714285714,3.28571428571429,443.571428571429
"878","World",2022-07-07,686,0,8418,1599,686,10017,8019184314.2,0.09,0,0.09,1.05,0.2,1.25,438.428571428571,3.28571428571429,441.714285714286
"879","World",2022-07-08,1060,0,9478,1599,1060,11077,8019184314.2,0.13,0,0.13,1.18,0.2,1.38,452.142857142857,3.28571428571429,455.428571428571
"880","World",2022-07-09,122,0,9600,1599,122,11199,8019184314.2,0.02,0,0.02,1.2,0.2,1.4,513.142857142857,3.28571428571429,516.428571428571
"881","World",2022-07-10,27,0,9627,1599,27,11226,8019184314.2,0,0,0,1.2,0.2,1.4,539.714285714286,0,539.714285714286
"882","World",2022-07-11,591,0,10218,1599,591,11817,8019184314.2,0.07,0,0.07,1.27,0.2,1.47,511.714285714286,0,511.714285714286
"883","World",2022-07-12,874,0,11092,1599,874,12691,8019184314.2,0.11,0,0.11,1.38,0.2,1.58,504.428571428571,0.142857142857143,504.571428571429
"884","World",2022-07-13,418,0,11510,1599,418,13109,8019184314.2,0.05,0,0.05,1.44,0.2,1.63,489.285714285714,0.142857142857143,489.428571428571
"885","World",2022-07-14,490,0,12000,1599,490,13599,8019184314.2,0.06,0,0.06,1.5,0.2,1.7,490.714285714286,0.142857142857143,490.857142857143
"886","World",2022-07-15,1009,1,13009,1600,1010,14609,8019184314.2,0.13,0,0.13,1.62,0.2,1.82,482.857142857143,0.285714285714286,483.142857142857
"887","World",2022-07-16,16,0,13025,1600,16,14625,8019184314.2,0,0,0,1.62,0.2,1.82,568.714285714286,2.85714285714286,571.571428571429
"888","World",2022-07-17,37,0,13062,1600,37,14662,8019184314.2,0,0,0,1.63,0.2,1.83,591,2.85714285714286,593.857142857143
"889","World",2022-07-18,536,1,13598,1601,537,15199,8019184314.2,0.07,0,0.07,1.7,0.2,1.9,612.714285714286,2.85714285714286,615.571428571429
"890","World",2022-07-19,1475,18,15073,1619,1493,16692,8019184314.2,0.18,0,0.19,1.88,0.2,2.08,571.428571428571,2.71428571428571,574.142857142857
"891","World",2022-07-20,574,0,15647,1619,574,17266,8019184314.2,0.07,0,0.07,1.95,0.2,2.15,569.428571428571,3,572.428571428571
"892","World",2022-07-21,642,0,16289,1619,642,17908,8019184314.2,0.08,0,0.08,2.03,0.2,2.23,569,3,572
"893","World",2022-07-22,720,0,17009,1619,720,18628,8019184314.2,0.09,0,0.09,2.12,0.2,2.32,666.857142857143,2.85714285714286,669.714285714286
"894","World",2022-07-23,2,2,17011,1621,4,18632,8019184314.2,0,0,0,2.12,0.2,2.32,658.571428571429,0.285714285714286,658.857142857143
"895","World",2022-07-24,34,0,17045,1621,34,18666,8019184314.2,0,0,0,2.13,0.2,2.33,756,1.28571428571429,757.285714285714
"896","World",2022-07-25,1221,0,18266,1621,1221,19887,8019184314.2,0.15,0,0.15,2.28,0.2,2.48,690.857142857143,8.57142857142857,699.428571428571
"897","World",2022-07-26,1417,0,19683,1621,1417,21304,8019184314.2,0.18,0,0.18,2.45,0.2,2.66,NA,NA,NA
"898","World",2022-07-27,1256,7,20939,1628,1263,22567,8019184314.2,0.16,0,0.16,2.61,0.2,2.81,NA,NA,NA
"899","World",2022-07-28,186,51,21125,1679,237,22804,8019184314.2,0.02,0.01,0.03,2.63,0.21,2.84,NA,NA,NA
"900","Zambia",2022-06-24,0,1,0,1,1,1,19470234,0,0.05,0.05,0,0.05,0.05,NA,NA,NA
